uid,master_seed,data_type,num_trials,dataset_size,uncertain_ratio,interval_size_range,mult_size_range,num_intervals,gap_size,interval_width,num_intervals_range,gap_size_range,interval_width_range,reduce_triggerSz_sizeLim,independent_variable,min_time_mean,min_time_std,max_time_mean,max_time_std,sum_time_mean,sum_time_std,sumtest_time_mean,sumtest_time_std,reduce_calls_mean,max_interval_count_mean,total_interval_count_mean,combine_calls_mean,result_size_mean,result_coverage_mean
t_s_iv_n_f78ff21cf2,2273135745,set,5,22000,0.0,"(1, 4000)","(1, 5)",4,,,,"(250, 500)","(2, 15)","(15, 10)",dataset_size,38.7048,20.91608089867698,38.3354,1.4533546848584487,81.06620000000001,0.9212705140185503,81.58619999999999,2.709065772549644,21999.0,40.0,879940.0,22000.0,10.0,27000387.4
t_s_iv_n_ef1266e30f,2273135745,set,5,24000,0.0,"(1, 4000)","(1, 5)",4,,,,"(250, 500)","(2, 15)","(15, 10)",dataset_size,31.519799999999996,1.0796050018409518,40.6204,0.511770495437163,89.3452,1.2699851022748265,87.5874,0.8241899295672096,23999.0,40.0,959940.0,24000.0,10.0,29456859.2
t_s_iv_n_2120f7c51b,2273135745,set,5,26000,0.0,"(1, 4000)","(1, 5)",4,,,,"(250, 500)","(2, 15)","(15, 10)",dataset_size,33.3696,0.7560215869933882,44.0958,1.146258679356453,95.9766,1.8937582316652772,94.7706,1.2426137935818977,25999.0,40.0,1039940.0,26000.0,10.0,31911226.6
t_s_iv_n_103dcd792f,2273135745,set,5,28000,0.0,"(1, 4000)","(1, 5)",4,,,,"(250, 500)","(2, 15)","(15, 10)",dataset_size,36.2384,0.6021297534585051,49.5778,2.290109639296775,106.01399999999998,4.86828516009488,101.9038,1.2148332231215921,27999.0,40.0,1119940.0,28000.0,10.0,34365233.4
t_s_iv_n_40b3d07b48,2273135745,set,5,30000,0.0,"(1, 4000)","(1, 5)",4,,,,"(250, 500)","(2, 15)","(15, 10)",dataset_size,44.0768,6.472000197775028,56.5664,2.4635795582850575,115.63,5.345106285192088,132.7274,38.47253206431831,29999.0,40.0,1199940.0,30000.0,10.0,36820731.4
t_s_iv_n_811dc434ca,2273135745,set,5,32000,0.0,"(1, 4000)","(1, 5)",4,,,,"(250, 500)","(2, 15)","(15, 10)",dataset_size,40.943000000000005,0.24281103764038428,57.06,3.5644132195916907,117.0178,0.711503309900944,116.6854,1.1849211956919343,31999.0,40.0,1279940.0,32000.0,10.0,39279005.2
t_s_iv_n_244f7249b8,2273135745,set,5,34000,0.0,"(1, 4000)","(1, 5)",4,,,,"(250, 500)","(2, 15)","(15, 10)",dataset_size,48.385200000000005,2.719421953283453,61.80460000000001,1.3767411666685945,129.589,2.2881437891880827,130.5198,2.251113271250472,33999.0,40.0,1359940.0,34000.0,10.0,41729242.2
t_s_iv_n_eb89046b2d,2273135745,set,5,36000,0.0,"(1, 4000)","(1, 5)",4,,,,"(250, 500)","(2, 15)","(15, 10)",dataset_size,46.9634,1.1265378111719095,62.75260000000001,1.6403879541132964,135.14860000000002,4.883975004031038,133.49179999999998,2.941255269438541,35999.0,40.0,1439940.0,36000.0,10.0,44187854.0
t_s_iv_n_c6633320cd,2273135745,set,5,38000,0.0,"(1, 4000)","(1, 5)",4,,,,"(250, 500)","(2, 15)","(15, 10)",dataset_size,49.266,0.822671015655712,65.375,1.313876554323121,140.5462,2.486828293228145,139.72539999999998,2.103380574218564,37999.0,40.0,1519940.0,38000.0,10.0,46639381.0
t_s_iv_n_20b82a623d,2273135745,set,5,40000,0.0,"(1, 4000)","(1, 5)",4,,,,"(250, 500)","(2, 15)","(15, 10)",dataset_size,52.61120000000001,1.30090267122487,80.75300000000001,23.970700673947768,150.8534,3.166705328886797,148.94500000000002,3.162805147333614,39999.0,40.0,1599940.0,40000.0,10.0,49094654.4
