uid,master_seed,data_type,num_trials,dataset_size,uncertain_ratio,interval_size_range,mult_size_range,num_intervals,gap_size,interval_width,num_intervals_range,gap_size_range,interval_width_range,reduce_triggerSz_sizeLim,independent_variable,min_time_mean,min_time_std,max_time_mean,max_time_std,sum_time_mean,sum_time_std,sumtest_time_mean,sumtest_time_std,reduce_calls_mean,max_interval_count_mean,total_interval_count_mean,combine_calls_mean,result_size_mean,result_coverage_mean
t_s_iv_ni_nir_f51110cfd7,2274843684,set,5,10000,0.0,"(1, 50000)","(1, 5)",1,,,,"(1000, 5000)","(2, 15)","(15, 10)",num_intervals,9.2272,0.13391250875104982,9.4378,0.4005573117545104,6.417999999999999,0.2003756472229097,6.5847999999999995,0.22521758368297956,0.0,1.0,10000.0,10000.0,1.0,80120.8
t_s_iv_ni_nir_e16618e8a1,2274843684,set,5,10000,0.0,"(1, 50000)","(1, 5)",2,,,,"(1000, 5000)","(2, 15)","(15, 10)",num_intervals,11.790799999999999,0.08681105920330695,12.6836,0.19710058345930873,15.616199999999997,0.07177297541554205,16.353199999999998,0.4845936029293002,9997.0,20.0,199950.0,10000.0,10.0,30781050.2
t_s_iv_ni_nir_1dec3e4efa,2274843684,set,5,10000,0.0,"(1, 50000)","(1, 5)",3,,,,"(1000, 5000)","(2, 15)","(15, 10)",num_intervals,17.7198,0.4929468125467483,15.0982,0.20986795848818887,25.6036,0.27084652480694665,26.0146,0.41391429064481405,9998.0,30.0,299949.0,10000.0,10.0,60806321.8
t_s_iv_ni_nir_c9e157acd5,2274843684,set,5,10000,0.0,"(1, 50000)","(1, 5)",4,,,,"(1000, 5000)","(2, 15)","(15, 10)",num_intervals,24.9194,0.5859694872602151,18.0682,0.4295948789266458,37.9928,0.11384445528878379,38.577600000000004,0.3071895831567231,9999.0,40.0,399940.0,10000.0,10.0,91044163.8
t_s_iv_ni_nir_0c9de2b7aa,2274843684,set,5,10000,0.0,"(1, 50000)","(1, 5)",5,,,,"(1000, 5000)","(2, 15)","(15, 10)",num_intervals,32.1794,1.5670344731370784,20.888799999999996,0.3163209762250994,52.7716,1.4503513505354484,52.745400000000004,0.8301514560608809,9999.0,50.0,499930.0,10000.0,10.0,121251408.0
t_s_iv_ni_nir_f304d4096c,2274843684,set,5,10000,0.0,"(1, 50000)","(1, 5)",6,,,,"(1000, 5000)","(2, 15)","(15, 10)",num_intervals,38.2442,2.529030438725481,23.1948,0.6794289955543549,71.2308,4.244328328487326,67.7632,1.5035676772264057,9999.0,60.0,599922.0,10000.0,10.0,151254654.8
t_s_iv_ni_nir_a90e3e9f1e,2274843684,set,5,10000,0.0,"(1, 50000)","(1, 5)",7,,,,"(1000, 5000)","(2, 15)","(15, 10)",num_intervals,45.18820000000001,2.185844678836994,25.2408,0.8582713789938468,93.5586,6.953010070465883,83.8012,2.009606269894677,9999.0,70.0,699916.0,10000.0,10.0,181278479.2
t_s_iv_ni_nir_4fa91d995d,2274843684,set,5,10000,0.0,"(1, 50000)","(1, 5)",8,,,,"(1000, 5000)","(2, 15)","(15, 10)",num_intervals,50.926399999999994,3.1329080803623985,27.4704,0.5685914526265765,111.23560000000002,3.265522598298781,102.91259999999997,2.537068434236647,9999.0,80.0,799912.0,10000.0,10.0,211937006.0
t_s_iv_ni_nir_4625fb1281,2274843684,set,5,10000,0.0,"(1, 50000)","(1, 5)",9,,,,"(1000, 5000)","(2, 15)","(15, 10)",num_intervals,56.8558,2.8666693844948345,30.2434,0.42616926214826895,129.243,1.656398261288629,123.47639999999998,1.612467128347119,9999.0,90.0,899910.0,10000.0,10.0,241290170.8
t_s_iv_ni_nir_093e3ace56,2274843684,set,5,10000,0.0,"(1, 50000)","(1, 5)",10,,,,"(1000, 5000)","(2, 15)","(15, 10)",num_intervals,83.52539999999999,37.76413141381648,32.195800000000006,0.5139196046075688,151.47779999999997,0.7677263574998601,147.698,0.9288905209980346,9999.0,100.0,999910.0,10000.0,10.0,271233245.8
