uid,master_seed,data_type,num_trials,dataset_size,uncertain_ratio,interval_size_range,mult_size_range,num_intervals,gap_size,interval_width,num_intervals_range,gap_size_range,interval_width_range,reduce_triggerSz_sizeLim,independent_variable,min_time_mean,min_time_std,max_time_mean,max_time_std,sum_time_mean,sum_time_std,sumtest_time_mean,sumtest_time_std,reduce_calls_mean,max_interval_count_mean,total_interval_count_mean,combine_calls_mean,result_size_mean,result_coverage_mean
t_s_iv_ni_nir_74cca3d440,2274843684,set,5,10000,0.0,"(1, 50000)","(1, 5)",1,,,,"(1000, 5000)","(2, 15)","(9, 3)",num_intervals,8.7484,0.14642759302809014,8.9016,0.42706280568553406,6.164199999999999,0.1421117869847535,6.074199999999999,0.3057602982730097,0.0,1.0,10000.0,10000.0,1.0,80120.8
t_s_iv_ni_nir_75f5fe2cdc,2274843684,set,5,10000,0.0,"(1, 50000)","(1, 5)",2,,,,"(1000, 5000)","(2, 15)","(9, 3)",num_intervals,11.454600000000001,0.23268657030434733,12.5342,0.23689862810915582,9.384800000000002,0.2927998633879463,9.5648,0.5042076556340646,4999.0,16.0,89994.0,10000.0,3.0,30241642.8
t_s_iv_ni_nir_2f3e687ed3,2274843684,set,5,10000,0.0,"(1, 50000)","(1, 5)",3,,,,"(1000, 5000)","(2, 15)","(9, 3)",num_intervals,18.1626,1.596424204276545,14.578199999999999,0.447379659796911,12.2248,1.95137166116555,10.973400000000002,0.7363454624019897,9999.0,9.0,89994.0,10000.0,3.0,60336438.8
t_s_iv_ni_nir_2075b9834b,2274843684,set,5,10000,0.0,"(1, 50000)","(1, 5)",4,,,,"(1000, 5000)","(2, 15)","(9, 3)",num_intervals,27.099600000000002,2.3745302356466205,17.144399999999997,0.33511586056168696,17.7038,2.8183163342676774,12.842000000000002,0.6465780695322103,9999.0,16.0,119996.0,10000.0,3.0,90859936.8
t_s_iv_ni_nir_fe927b360a,2274843684,set,5,10000,0.0,"(1, 50000)","(1, 5)",5,,,,"(1000, 5000)","(2, 15)","(9, 3)",num_intervals,35.092600000000004,2.405228438215382,19.9698,0.1713223861612953,22.764400000000002,2.851564104136535,14.439599999999999,0.30046004726086334,9999.0,25.0,150000.0,10000.0,3.0,120861589.0
t_s_iv_ni_nir_1a0449738a,2274843684,set,5,10000,0.0,"(1, 50000)","(1, 5)",6,,,,"(1000, 5000)","(2, 15)","(9, 3)",num_intervals,49.84139999999999,19.79073979011396,22.4406,0.35683307021631216,26.287799999999997,2.60026170990537,16.513799999999996,0.4725794747976256,9999.0,36.0,180006.0,10000.0,3.0,150696836.0
t_s_iv_ni_nir_8f9fa3a358,2274843684,set,5,10000,0.0,"(1, 50000)","(1, 5)",7,,,,"(1000, 5000)","(2, 15)","(9, 3)",num_intervals,48.9524,1.227214993389504,24.4764,0.22626055776471501,30.1142,1.1659954373838686,18.6804,0.2294529145598288,9999.0,49.0,210014.0,10000.0,3.0,180920306.2
t_s_iv_ni_nir_d1ebaa512b,2274843684,set,5,10000,0.0,"(1, 50000)","(1, 5)",8,,,,"(1000, 5000)","(2, 15)","(9, 3)",num_intervals,53.289,2.448095341280643,26.8772,0.3114818774824622,30.134200000000003,1.7605159925430947,21.404600000000002,0.3181085349373699,9999.0,64.0,240024.0,10000.0,3.0,211068553.4
t_s_iv_ni_nir_16b6c6c96b,2274843684,set,5,10000,0.0,"(1, 50000)","(1, 5)",9,,,,"(1000, 5000)","(2, 15)","(9, 3)",num_intervals,57.04600000000001,2.558359083475188,29.8096,0.9996606624250048,31.533800000000003,0.9281433940938227,24.5686,0.22413353162791153,9999.0,81.0,270036.0,10000.0,3.0,241553478.0
t_s_iv_ni_nir_ffe5689589,2274843684,set,5,10000,0.0,"(1, 50000)","(1, 5)",10,,,,"(1000, 5000)","(2, 15)","(9, 3)",num_intervals,65.8166,2.0204278358803127,31.986199999999997,0.6746040023599023,33.009,1.4460916983372805,27.997799999999994,0.13692830240677015,9999.0,100.0,300050.0,10000.0,3.0,271489762.2
