uid,master_seed,data_type,num_trials,dataset_size,uncertain_ratio,interval_size_range,mult_size_range,num_intervals,gap_size,interval_width,num_intervals_range,gap_size_range,interval_width_range,reduce_triggerSz_sizeLim,independent_variable,min_time_mean,min_time_std,max_time_mean,max_time_std,sum_time_mean,sum_time_std,sumtest_time_mean,sumtest_time_std,reduce_calls_mean,max_interval_count_mean,total_interval_count_mean,combine_calls_mean,result_size_mean,result_coverage_mean
t_s_iv_n_8aa854b3b8,2273135745,set,5,22000,0.0,"(1, 4000)","(1, 5)",4,,,,"(250, 500)","(2, 15)","(5, 2)",dataset_size,30.8356,0.49973657060495397,40.0698,0.5398634642203521,22.4186,0.4293192751321561,22.3684,0.2702654990930217,21999.0,16.0,176004.0,22000.0,2.0,25599143.6
t_s_iv_n_a81a5b6886,2273135745,set,5,24000,0.0,"(1, 4000)","(1, 5)",4,,,,"(250, 500)","(2, 15)","(5, 2)",dataset_size,34.1464,1.2124848205235392,44.6146,0.567114309465032,24.825400000000002,0.6434580328195463,24.942600000000002,0.5205434083724435,23999.0,16.0,192004.0,24000.0,2.0,27927999.2
t_s_iv_n_4941bba9df,2273135745,set,5,26000,0.0,"(1, 4000)","(1, 5)",4,,,,"(250, 500)","(2, 15)","(5, 2)",dataset_size,37.9826,5.075945452819602,45.816199999999995,0.8131768319375565,26.0616,1.0850884940870031,26.450200000000002,1.2882017543847697,25999.0,16.0,208004.0,26000.0,2.0,30254539.2
t_s_iv_n_c26cfe223b,2273135745,set,5,28000,0.0,"(1, 4000)","(1, 5)",4,,,,"(250, 500)","(2, 15)","(5, 2)",dataset_size,42.669,10.950743317236507,53.5932,8.7148192270408,27.724800000000005,0.738263746908921,28.192200000000003,1.3002728021457657,27999.0,16.0,224004.0,28000.0,2.0,32580853.8
t_s_iv_n_6e62d5995e,2273135745,set,5,30000,0.0,"(1, 4000)","(1, 5)",4,,,,"(250, 500)","(2, 15)","(5, 2)",dataset_size,40.8218,1.5408202231279295,52.926199999999994,1.1292601825974387,29.837600000000002,0.6878362014317077,29.734400000000004,0.5040938801453559,29999.0,16.0,240004.0,30000.0,2.0,34908870.4
t_s_iv_n_4328aa4099,2273135745,set,5,32000,0.0,"(1, 4000)","(1, 5)",4,,,,"(250, 500)","(2, 15)","(5, 2)",dataset_size,43.1118,1.0694199175253833,58.3916,1.8806000744443254,31.675599999999996,0.6763914842751941,32.083400000000005,0.7263860130811991,31999.0,16.0,256004.0,32000.0,2.0,37238956.4
t_s_iv_n_00ce4858fc,2273135745,set,5,34000,0.0,"(1, 4000)","(1, 5)",4,,,,"(250, 500)","(2, 15)","(5, 2)",dataset_size,50.8686,7.82325918271918,61.714800000000004,2.3918301277473697,34.8678,1.206562124384816,35.0218,2.2258891616610197,33999.0,16.0,272004.0,34000.0,2.0,39561982.2
t_s_iv_n_a374be67d8,2273135745,set,5,36000,0.0,"(1, 4000)","(1, 5)",4,,,,"(250, 500)","(2, 15)","(5, 2)",dataset_size,66.559,33.941301348062666,65.066,1.8707555692821025,36.1408,0.9515365258359766,35.4968,0.48729514670269475,35999.0,16.0,288004.0,36000.0,2.0,41893001.0
t_s_iv_n_b4032e8b7c,2273135745,set,5,38000,0.0,"(1, 4000)","(1, 5)",4,,,,"(250, 500)","(2, 15)","(5, 2)",dataset_size,51.4894,1.190278387605185,69.1976,3.55093027811023,37.816,0.7368961935035354,37.825,0.8854657531491554,37999.0,16.0,304004.0,38000.0,2.0,44218154.2
t_s_iv_n_313c0075ba,2273135745,set,5,40000,0.0,"(1, 4000)","(1, 5)",4,,,,"(250, 500)","(2, 15)","(5, 2)",dataset_size,54.9322,0.8038164964716752,73.13980000000001,1.4826132874084224,41.19,1.6948323810925954,41.0548,0.7288405586957954,39999.0,16.0,320004.0,40000.0,2.0,46545680.4
